Client,Year,Industry,Company_Size,Client_Tenure,Growth_Rate,Sales
Client_1,2015,Manufacturing,638.9596317257502,New,4.065363746293049,14133.383706913872
Client_1,2016,Manufacturing,544.9451121825083,New,3.9076221942516147,12081.008111442576
Client_1,2017,Manufacturing,656.5114096948519,New,1.0206110773512882,14168.39951577921
Client_1,2018,Manufacturing,618.6559457364709,New,0.8181766110955091,13437.695205896292
Client_1,2019,Manufacturing,580.6763524717722,New,3.1982376955173573,12983.897014130498
Client_2,2015,Retail,292.0614879037459,Long-Term,3.522393063461961,7290.826699424788
Client_2,2016,Retail,378.30564133905204,Long-Term,3.4094036959658545,8852.852315839797
Client_2,2017,Retail,314.77732748117046,Long-Term,4.804717831188759,7870.669324789057
Client_2,2018,Retail,281.10303480887586,Long-Term,3.9242623710680187,6988.223075171257
Client_2,2019,Retail,332.3441673996466,Long-Term,4.088330300788793,8023.683831716667
Client_3,2015,Finance,376.9267140912908,Medium,-1.048721179483298,8311.534316149613
Client_3,2016,Finance,403.33286392543124,Medium,3.4389161286715293,9233.5660360125
Client_3,2017,Finance,391.1857169037121,Medium,4.4585795350939,9226.998487416216
Client_3,2018,Finance,460.0446385974764,Medium,1.9727854787493668,10525.202706755279
Client_3,2019,Finance,434.91994706658613,Medium,2.5646888886019683,10194.658744360799
Client_4,2015,Retail,341.41855823867905,Medium,7.32432988241733,8498.709749371532
Client_4,2016,Retail,304.64067099263025,Medium,6.538020927026263,7850.490177422425
Client_4,2017,Retail,409.4312863215306,Medium,6.145100865974985,9758.94169339468
Client_4,2018,Retail,389.27660622491226,Medium,5.704608789693077,9186.183543712925
Client_4,2019,Retail,482.8005045636021,Medium,5.709269554238202,11292.295385030697
Client_5,2015,Retail,363.1743020115105,Medium,1.7375892805377773,8460.999024011733
Client_5,2016,Retail,432.08855580070383,Medium,3.0072787728619144,10124.57360114457
Client_5,2017,Retail,373.0408150074319,Medium,1.887373627418534,8496.358461740403
Client_5,2018,Retail,354.2961735815407,Medium,2.1654273642316064,8582.342125935691
Client_5,2019,Retail,274.50213588916955,Medium,0.9449493287434678,6743.982030024742
Client_6,2015,Healthcare,336.07512311793226,Medium,4.429257146527046,8161.284816576014
Client_6,2016,Healthcare,257.82900383203577,Medium,6.180896614099894,6743.4549557917035
Client_6,2017,Healthcare,274.33372973014167,Medium,5.703788846213954,6984.1214892582175
Client_6,2018,Healthcare,297.8231598763251,Medium,4.1477285553510095,7380.8583139012335
Client_6,2019,Healthcare,286.23495448768034,Medium,6.960491754603638,7401.003646593923
Client_7,2015,Finance,321.84666027067436,Long-Term,6.533047527193229,8208.679139224849
Client_7,2016,Finance,360.21845039314934,Long-Term,6.150521587896527,8857.046140284787
Client_7,2017,Finance,446.5292200385551,Long-Term,3.792801632827307,10518.422572937476
Client_7,2018,Finance,433.8883704836671,Long-Term,3.880549494418484,10145.38860196581
Client_7,2019,Finance,434.92201296054805,Long-Term,3.500292618623618,10089.849458014727
Client_8,2015,Finance,408.68010318324025,Long-Term,1.4048955881963345,9471.690437963558
Client_8,2016,Finance,433.1142256809531,Long-Term,3.2708199728330927,9882.284305183775
Client_8,2017,Finance,412.05610812935646,Long-Term,-0.08783460646219088,9321.607694469803
Client_8,2018,Finance,391.58974559504577,Long-Term,2.679017230712016,9157.42392591424
Client_8,2019,Finance,458.2384322752262,Long-Term,2.5954122174523353,10338.394971510359
Client_9,2015,Finance,387.712615628648,Long-Term,6.842558953191609,9329.477620421489
Client_9,2016,Finance,361.5166113166946,Long-Term,5.0051637999001235,8893.702847104281
Client_9,2017,Finance,460.6086171066563,Long-Term,6.870957429744854,11057.3668946289
Client_9,2018,Finance,461.67484022715286,Long-Term,5.560127406906187,10868.585128683331
Client_9,2019,Finance,321.2922356527973,Long-Term,3.6501922263687083,8024.349453824507
Client_10,2015,Retail,381.8976471612445,Medium,4.270718163103995,9112.703296175028
Client_10,2016,Retail,247.77884890900424,Medium,6.47364252884547,6731.503481459366
Client_10,2017,Retail,403.47404430984653,Medium,4.828479379346822,9597.943001303678
Client_10,2018,Retail,303.3118579543975,Medium,5.160433735438337,7558.281294525198
Client_10,2019,Retail,389.2104093826969,Medium,5.5040054716572815,9232.437328129945
Client_11,2015,Manufacturing,569.2562120291344,Long-Term,4.361357606803242,12809.796650566792
Client_11,2016,Manufacturing,616.6446220244464,Long-Term,5.3087727470135855,13886.93776285962
Client_11,2017,Manufacturing,530.9641487863873,Long-Term,3.3988772459932726,12144.366285331798
Client_11,2018,Manufacturing,585.9596854236623,Long-Term,3.763385281705641,13221.40446729083
Client_11,2019,Manufacturing,597.0091368169166,Long-Term,3.498087669632275,13371.903684919875
Client_12,2015,Finance,448.0586883209178,Medium,7.171809368091277,10768.619927634598
Client_12,2016,Finance,489.7140421504293,Medium,7.730226086382027,11623.306056866744
Client_12,2017,Finance,429.0344770865013,Medium,7.272904663849522,10337.438002876366
Client_12,2018,Finance,414.88252242541733,Medium,7.56533139182432,9907.58188119079
Client_12,2019,Finance,348.5942114706231,Medium,7.136079878622325,8802.67220821157
Client_13,2015,Retail,279.0701768492221,Medium,4.884598474002342,7019.942757293308
Client_13,2016,Retail,359.5168492482584,Medium,4.572998072372241,8752.421377625926
Client_13,2017,Retail,356.78769147382434,Medium,5.367028257849477,8786.908242073801
Client_13,2018,Retail,380.4044831000481,Medium,5.127213409250705,9049.737641231777
Client_13,2019,Retail,385.24906556663603,Medium,4.5876038034738595,9254.64385740098
Client_14,2015,Healthcare,318.0461688795568,New,2.693136981437263,7529.6162873745625
Client_14,2016,Healthcare,226.6516057410237,New,6.0810020294278555,6041.107044563878
Client_14,2017,Healthcare,344.6314735753081,New,2.8606530375779036,8139.920058287509
Client_14,2018,Healthcare,294.737143299941,New,3.706954902692847,7229.3635747503495
Client_14,2019,Healthcare,252.23267776411478,New,3.9496994451466856,6378.956610897344
Client_15,2015,Manufacturing,579.2617682797267,Long-Term,6.639054618787064,13173.84891167721
Client_15,2016,Manufacturing,530.0629559197071,Long-Term,8.51142002112881,12498.393342318153
Client_15,2017,Manufacturing,582.7959729344341,Long-Term,9.406528394155867,13882.557056682674
Client_15,2018,Manufacturing,637.539294279471,Long-Term,8.059626825728637,14336.48503104165
Client_15,2019,Manufacturing,583.6187408360998,Long-Term,7.199552897040233,13537.441036208427
Client_16,2015,Healthcare,256.92009728758353,Long-Term,6.311131331186361,6910.215927722506
Client_16,2016,Healthcare,287.09076007318305,Long-Term,4.168244226526172,7057.793207704232
Client_16,2017,Healthcare,323.0477807710147,Long-Term,6.220213539371649,8071.021433533073
Client_16,2018,Healthcare,232.53050133834955,Long-Term,5.042696983304101,6089.7963648196355
Client_16,2019,Healthcare,249.0463607315965,Long-Term,6.016544283030134,6802.9665361827
Client_17,2015,Manufacturing,606.3506119685899,Medium,4.952990492582979,13729.925473539923
Client_17,2016,Manufacturing,537.5278138600037,Medium,7.076226170926235,12570.63308997122
Client_17,2017,Manufacturing,697.2557807243393,Medium,5.662601537357886,15520.752149054102
Client_17,2018,Manufacturing,592.333177124193,Medium,5.603795720355443,13535.563967726417
Client_17,2019,Manufacturing,554.650638729756,Medium,6.244921816157711,12713.992957736731
Client_18,2015,Retail,309.13229224385856,Long-Term,7.661161230409169,8130.27908776299
Client_18,2016,Retail,325.8438660624353,Long-Term,5.497582813229564,8097.367317284286
Client_18,2017,Retail,321.5085825800798,Long-Term,6.211069234095193,8028.955740463617
Client_18,2018,Retail,245.4200165156368,Long-Term,6.191775814702253,6754.274295540001
Client_18,2019,Retail,413.18702653831934,Long-Term,6.069224536923195,9914.179465516037
Client_19,2015,Technology,499.22583299941107,Medium,2.584768558042186,11159.547064278733
Client_19,2016,Technology,498.6311777207421,Medium,3.5917412120470424,11247.26782518109
Client_19,2017,Technology,540.8936756108283,Medium,3.750201756442711,12108.669359869473
Client_19,2018,Technology,447.2697765266581,Medium,3.254156502548784,10361.688955201518
Client_19,2019,Technology,462.0836439740879,Medium,2.829760130628462,10521.196144150625
Client_20,2015,Manufacturing,622.8707824359572,New,7.459360436657403,14398.794635833927
Client_20,2016,Manufacturing,596.7810974599516,New,8.48799901762242,13868.686715043023
Client_20,2017,Manufacturing,617.2451167522364,New,6.981600366758463,14034.423230579307
Client_20,2018,Manufacturing,595.9956332323756,New,7.964639297259315,13822.413394342604
Client_20,2019,Manufacturing,587.9309934177894,New,8.893015001613156,13564.01768071949
Client_21,2015,Healthcare,371.675774364496,New,-0.8726613031928294,8122.820483027714
Client_21,2016,Healthcare,353.2896854274652,New,0.37616615647246043,7966.501724912084
Client_21,2017,Healthcare,175.06204291806444,New,0.995239054313934,4577.535253202649
Client_21,2018,Healthcare,374.0164280586082,New,-0.014462471422244993,8418.677873285833
Client_21,2019,Healthcare,407.9364261681552,New,-0.1680032900693468,9186.419439654923
Client_22,2015,Retail,411.58891883580554,New,9.495150317035419,10125.556280474257
Client_22,2016,Retail,339.2837758371904,New,7.3525749893989,8552.460738468822
Client_22,2017,Retail,315.54028947678773,New,8.337567906567356,8251.38399343787
Client_22,2018,Retail,386.39165570829334,New,8.581325928582116,9529.920372151952
Client_22,2019,Retail,319.046531982252,New,9.939756300460287,8387.145048751132
Client_23,2015,Manufacturing,617.807991519469,Medium,6.6285649321839735,13837.238923094048
Client_23,2016,Manufacturing,598.9059562830618,Medium,6.952215360889218,13654.652547419893
Client_23,2017,Manufacturing,660.9025218878255,Medium,4.848257542851703,14573.38166301087
Client_23,2018,Manufacturing,580.5270987848259,Medium,7.700769516712942,13388.842888624538
Client_23,2019,Manufacturing,577.8598827547179,Medium,7.377873820808844,13312.286296386768
Client_24,2015,Technology,518.9113307370426,New,7.280263568175684,12077.685915813834
Client_24,2016,Technology,596.691990046406,New,7.552353935008664,13589.22824391339
Client_24,2017,Technology,504.0485402972283,New,6.942974517170478,11953.280452299132
Client_24,2018,Technology,479.17718182243124,New,6.276257960294462,11032.532589777798
Client_24,2019,Technology,542.8751625794056,New,6.822056663568027,12354.959643692797
Client_25,2015,Technology,535.9064139912356,Medium,2.276004616534226,12107.933841981236
Client_25,2016,Technology,452.426412467598,Medium,-0.8134834017129555,9893.459259051118
Client_25,2017,Technology,473.1919949910489,Medium,3.393541626899361,10705.432256686714
Client_25,2018,Technology,554.8264428247442,Medium,-0.40272779835994044,12283.254529360642
Client_25,2019,Technology,521.4006420494713,Medium,2.861287776615339,11809.42115326276
Client_26,2015,Finance,276.51505674662013,Medium,3.7449249803301847,6840.644363684305
Client_26,2016,Finance,424.0989569501447,Medium,2.4314452125322554,9742.171636358182
Client_26,2017,Finance,446.3228179310161,Medium,4.857640072250507,10602.104679860846
Client_26,2018,Finance,358.1209304118443,Medium,3.227594580943398,8549.637319959018
Client_26,2019,Finance,433.85930327910495,Medium,4.257573924957876,10226.855489121235
Client_27,2015,Finance,493.615955866036,Medium,5.505056055331671,11499.280529640999
Client_27,2016,Finance,419.8186970032221,Medium,5.76820273381252,10062.19503695478
Client_27,2017,Finance,368.7191852383534,Medium,4.623372094293066,8836.670572701149
Client_27,2018,Finance,373.87692602337086,Medium,3.871804951557514,8861.82935243452
Client_27,2019,Finance,400.65169498832756,Medium,3.8504927540507703,9420.763702620205
Client_28,2015,Healthcare,318.88847959865456,Medium,4.613045052884231,7908.2279976558675
Client_28,2016,Healthcare,303.14122998665914,Medium,2.95582837842237,7325.784525641482
Client_28,2017,Healthcare,325.0798182673086,Medium,5.614626389063807,8070.973017352177
Client_28,2018,Healthcare,292.6527303539814,Medium,3.883195496985726,7206.048214831926
Client_28,2019,Healthcare,309.031148687011,Medium,3.9413601130030056,7582.036086889297
Client_29,2015,Manufacturing,648.2405291164217,Medium,4.016632273352238,14236.639914638468
Client_29,2016,Manufacturing,546.7584423568497,Medium,5.039253429765671,12694.957674882507
Client_29,2017,Manufacturing,605.4355899813693,Medium,6.8902088230287095,13719.704408125363
Client_29,2018,Manufacturing,605.2881823513881,Medium,4.53769028524383,13518.652341149194
Client_29,2019,Manufacturing,646.0333357856535,Medium,3.8571687852095025,14219.722892951535
Client_30,2015,Manufacturing,588.6638772225319,Medium,4.587782161586932,13303.145465706071
Client_30,2016,Manufacturing,632.652415552488,Medium,5.386765437252366,14181.64342183105
Client_30,2017,Manufacturing,655.1343732731356,Medium,5.678649931935858,14583.690537826862
Client_30,2018,Manufacturing,507.5098531417884,Medium,5.327817016792136,11758.185931317703
Client_30,2019,Manufacturing,658.4315621725267,Medium,5.419572904843788,14799.27227890748
Client_31,2015,Finance,350.7309101437156,New,6.981293483786109,8645.513549916535
Client_31,2016,Finance,345.3029795465763,New,5.1312614571583035,8292.276772620487
Client_31,2017,Finance,256.0271553263812,New,5.511615167933389,6830.264854988273
Client_31,2018,Finance,359.84111674936764,New,6.251029824607442,8795.38571161196
Client_31,2019,Finance,399.75715276744853,New,5.85521759268332,9392.711547233308
Client_32,2015,Manufacturing,580.8338346867048,Medium,5.185445036036329,13269.330502414967
Client_32,2016,Manufacturing,576.8736569899124,Medium,3.4123347179035126,12785.834395624302
Client_32,2017,Manufacturing,544.3751322835276,Medium,4.056832171720216,12560.078955846528
Client_32,2018,Manufacturing,643.3614749488222,Medium,3.512495058514002,14219.150049557564
Client_32,2019,Manufacturing,647.920691810665,Medium,4.859756198489543,14538.426318644748
Client_33,2015,Manufacturing,620.9059260977793,Medium,7.602535721265853,13954.536270787086
Client_33,2016,Manufacturing,505.67359771071807,Medium,7.454465508498685,11714.67034944484
Client_33,2017,Manufacturing,713.6672579008741,Medium,6.504190895111422,16041.316142294301
Client_33,2018,Manufacturing,607.3487325228608,Medium,6.676648445449334,13830.586934354667
Client_33,2019,Manufacturing,626.9804600791833,Medium,6.185939446931072,14346.608721337785
Client_34,2015,Technology,425.08521813140345,Medium,0.2556032202251435,9589.93702319865
Client_34,2016,Technology,499.4278276265136,Medium,0.34853195210267013,11052.094199739751
Client_34,2017,Technology,520.6677043811823,Medium,2.819479516828941,11880.814266413869
Client_34,2018,Technology,492.9550722766325,Medium,2.209450787663746,11195.215052246678
Client_34,2019,Technology,543.6080929676727,Medium,1.2022774610891696,11986.91831355985
Client_35,2015,Finance,465.01725739982703,Long-Term,10.559857957268402,11288.95550408696
Client_35,2016,Finance,332.8238117966283,Long-Term,7.161386439720355,8177.488283841477
Client_35,2017,Finance,442.50602910619284,Long-Term,10.236410633317881,10872.030048888799
Client_35,2018,Finance,419.7169975732415,Long-Term,9.880408726277954,10305.782284983912
Client_35,2019,Finance,399.76520026632204,Long-Term,8.879576513950436,10185.067091458348
Client_36,2015,Retail,271.45940082361926,New,2.7649960966753935,6597.258284050144
Client_36,2016,Retail,423.9924387599276,New,0.09046723799047385,9377.732350752316
Client_36,2017,Retail,369.83871406355644,New,2.1481199985903103,8416.069545988517
Client_36,2018,Retail,260.8374468917238,New,1.5525045526780952,6301.975412567237
Client_36,2019,Retail,337.8432769796492,New,0.910752919412775,7738.095090887261
Client_37,2015,Finance,416.3611693182933,Medium,7.336293584723639,10239.378876314799
Client_37,2016,Finance,425.3287650836266,Medium,7.551568344473981,10283.332940663551
Client_37,2017,Finance,393.61976028593125,Medium,8.285473962546838,9704.809388309794
Client_37,2018,Finance,417.0795402974358,Medium,7.368811459001056,10069.757865042684
Client_37,2019,Finance,505.9443106114996,Medium,7.829013213951909,11985.158214246227
Client_38,2015,Retail,427.32683777357545,Long-Term,7.198459167897006,10284.338241908667
Client_38,2016,Retail,302.5240477410571,Long-Term,6.9176834071664635,7872.1582911018795
Client_38,2017,Retail,320.1551334218624,Long-Term,8.414816076353237,8469.169644356225
Client_38,2018,Retail,344.43980000948653,Long-Term,7.873673838988036,8785.359271329407
Client_38,2019,Retail,262.54652829141935,Long-Term,6.5459400717453455,6943.739830931316
Client_39,2015,Technology,432.9298251026918,Medium,3.819237749540738,9943.074192926966
Client_39,2016,Technology,418.91526895282584,Medium,3.3964747478920994,9688.340288227268
Client_39,2017,Technology,442.61400135875,Medium,4.8896097628919275,10395.448723877698
Client_39,2018,Technology,569.4801414073296,Medium,4.168107105403816,12651.06063751149
Client_39,2019,Technology,457.2379740560095,Medium,3.9448184877050023,10620.295438677866
Client_40,2015,Healthcare,248.64691205322015,Medium,4.150204334240947,6399.244545438444
Client_40,2016,Healthcare,344.1418830254695,Medium,4.827940107206874,8341.237357381347
Client_40,2017,Healthcare,277.5347806952109,Medium,5.5027311702323,7025.551991909488
Client_40,2018,Healthcare,320.93197345863007,Medium,3.296322982899044,7691.15859949271
Client_40,2019,Healthcare,263.5910375318333,Medium,6.267617035560534,6948.837660466391
Client_41,2015,Manufacturing,509.905601549672,Medium,7.18914871313201,11888.648249938415
Client_41,2016,Manufacturing,623.3858538749058,Medium,7.733872452489224,14175.432826260467
Client_41,2017,Manufacturing,522.4283027954674,Medium,9.3637504677359,12416.239952261376
Client_41,2018,Manufacturing,574.4753390211202,Medium,8.551507087867826,13379.918967199686
Client_41,2019,Manufacturing,563.3524432478139,Medium,9.394994437334432,13066.0733027986
Client_42,2015,Technology,509.7673236273486,Medium,3.832833407396072,11607.931526496457
Client_42,2016,Technology,472.20275511126914,Medium,6.145058267063616,11280.884393769968
Client_42,2017,Technology,493.6132585768057,Medium,5.321168532127976,11423.497747238642
Client_42,2018,Technology,421.97214637813653,Medium,4.296909952156854,9671.386845846228
Client_42,2019,Technology,600.0174044553052,Medium,6.361677041545947,13626.406975996832
Client_43,2015,Manufacturing,539.9934131134919,Long-Term,2.7413475735069612,11942.535014459954
Client_43,2016,Manufacturing,660.0690222108846,Long-Term,4.16669991330023,14986.40113501292
Client_43,2017,Manufacturing,607.4916858169798,Long-Term,4.33634571343516,13858.64928864035
Client_43,2018,Manufacturing,607.045368403566,Long-Term,4.515104982431341,13577.437550293705
Client_43,2019,Manufacturing,617.7209792559831,Long-Term,4.679539216864982,13649.420319165567
Client_44,2015,Healthcare,205.98437057737218,New,6.507743098604555,5640.37932842351
Client_44,2016,Healthcare,348.31960009862087,New,5.458495656847217,8451.897219488057
Client_44,2017,Healthcare,274.4527766356519,New,5.351505182584828,6805.774402492435
Client_44,2018,Healthcare,360.51993165683194,New,6.774614373414499,8838.712544703356
Client_44,2019,Healthcare,292.4382017253885,New,6.275705967855269,7415.331490591161
Client_45,2015,Healthcare,281.2739220454765,New,4.933214323344912,7086.032224002289
Client_45,2016,Healthcare,235.43919434319088,New,6.139705096554916,6300.435795265086
Client_45,2017,Healthcare,261.7245317096331,New,8.547510380883066,6947.396793345232
Client_45,2018,Healthcare,321.1156880832032,New,7.19302463131995,8010.991701873073
Client_45,2019,Healthcare,234.60428501653126,New,6.936041929951664,6344.965990824776
Client_46,2015,Technology,400.4700225211318,Medium,8.62429925980553,9793.433520384067
Client_46,2016,Technology,457.122555716945,Medium,8.413898276226377,11059.292775771533
Client_46,2017,Technology,542.0002688311215,Medium,4.836327976626755,12311.929986230149
Client_46,2018,Technology,589.0645538513184,Medium,5.205347574869981,13473.028514881382
Client_46,2019,Technology,466.1292166142622,Medium,4.8024380783885565,10869.578740919493
Client_47,2015,Healthcare,222.5585660087954,Long-Term,3.5607035207717312,5978.0013206432595
Client_47,2016,Healthcare,282.8435467947951,Long-Term,3.747799366187271,7105.295740762228
Client_47,2017,Healthcare,309.1927757204779,Long-Term,1.9753054789322215,7457.5104738829305
Client_47,2018,Healthcare,328.8948567549417,Long-Term,1.6384323957503648,7975.260694115908
Client_47,2019,Healthcare,406.7320624003704,Long-Term,2.7409928351640236,9431.299504621225
Client_48,2015,Retail,361.3424410990393,Medium,7.922705442902887,9066.815141404444
Client_48,2016,Retail,432.77308126894604,Medium,8.538167390546928,10475.672450934315
Client_48,2017,Retail,326.8537288968176,Medium,6.800012280284127,8183.230039842879
Client_48,2018,Retail,354.32829072612776,Medium,7.6604960215993465,8728.743629825163
Client_48,2019,Retail,320.35586337698226,Medium,7.842237492258902,8110.107421396688
Client_49,2015,Healthcare,265.9997832941029,New,4.394126816185223,6607.512367417517
Client_49,2016,Healthcare,286.82970775663637,New,4.664987060364512,7203.460707120078
Client_49,2017,Healthcare,285.96725623295896,New,3.0971243175696332,7074.009114297091
Client_49,2018,Healthcare,269.8012040251126,New,5.648378105762201,6892.317518779215
Client_49,2019,Healthcare,272.5373546317849,New,3.967469651934731,6811.38781590412
Client_50,2015,Manufacturing,654.8398127220702,Medium,4.22672907635122,14497.015704212985
Client_50,2016,Manufacturing,705.6556078479101,Medium,4.394644260415811,15464.292668657454
Client_50,2017,Manufacturing,575.0796688646777,Medium,2.9775558554613357,12878.368942966346
Client_50,2018,Manufacturing,583.78022762163,Medium,5.229226332711957,13256.574332726712
Client_50,2019,Manufacturing,626.2304500315255,Medium,7.679759665935317,14096.124046340614
